SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,system:index,reach_id,Rrs1,Rrs2,Rrs3,Rrs4,Rrs5,Rrs6,Rrs7
0.00416,0.0110271428571428,0.0281792857142857,0.0214024999999999,0.0630060714285714,0.0354392857142857,0.0271028571428571,297.59500148,0,13,0.001324169126524569,0.003510048587789525,0.0089697452284548,0.006812627339048549,0.020055455425316348,0.01128067500214912,0.008627107372398381
0.1199978571428571,0.1227792857142857,0.1318975,0.1257217857142857,0.1451878571428571,0.1104278571428571,0.0798596428571428,294.3195617428572,1,72608100295,0.03819650424944162,0.0390818604614414,0.04198427821292653,0.040018487301537196,0.046214730282411305,0.03515027863866274,0.025420113828535297
0.034355,0.0406799999999999,0.0529724999999999,0.0396624999999999,0.0414775,0.0263525,0.0199175,291.67840886,2,73111000636,0.010935536139844129,0.012948846169956571,0.01686167044587082,0.012624965860764566,0.013202698304188179,0.008388261275658344,0.006339937158065651
0.0131593749999999,0.0174356249999999,0.0275143749999999,0.0236162499999999,0.0409481249999999,0.0223718749999999,0.0166518749999999,292.19965691000004,3,14,0.004188759158499789,0.005549931809293224,0.008758097574668104,0.007517285849587915,0.013034193008189601,0.00712118898496796,0.005300456435996677
0.0270674999999999,0.031,0.03628,0.015875,0.0152424999999999,0.0039949999999999,0.0022899999999999,288.56801066,4,73111000686,0.008615852844279723,0.009867606471697512,0.011548282670747926,0.005053169443167677,0.004851838440156398,0.0012716479953042118,0.0007289296393608489
0.0219616666666666,0.0316370833333333,0.0460195833333333,0.0342633333333333,0.0402308333333333,0.0253533333333333,0.0206141666666666,289.98648896000003,5,15,0.0069906156170729955,0.010070396395020425,0.014648488333058794,0.010906357733610603,0.012805871979412374,0.008070216647713029,0.006561693045440338
0.0190283333333333,0.0238866666666666,0.0334352777777777,0.0248247222222222,0.0388252777777777,0.0257933333333333,0.0217722222222222,292.77521349999995,6,73117000266,0.006056906617600553,0.007603362147976793,0.010642779463967847,0.007901954505099767,0.012358469750498478,0.008210272997633897,0.006930313577523746
0.0106179166666666,0.0144541666666666,0.0422566666666666,0.0346254166666666,0.0666399999999999,0.0585825,0.0481737499999999,295.99536812,7,16,0.00337978784567562,0.004600904146548186,0.013450714757173028,0.011021612438232976,0.021212170815287777,0.01864738890736192,0.015334180879546353
0.02348425,0.0285304999999999,0.0387715,0.030549,0.0301942499999999,0.0269795,0.0234924999999999,294.447346862,8,73119000206,0.007475268944611687,0.009081540207766609,0.01234135175217484,0.009724048713028621,0.009611128280904891,0.00858784157429558,0.0074778950011726705
0.1179604999999999,0.1219204999999999,0.1487165,0.127129,0.4134315,0.2105915,0.1088965,300.076484,9,1,0.03754799332918301,0.03880850047847082,0.047337932188651705,0.040466417520659125,0.13159933370979385,0.06703335639627375,0.03466283252081316
0.0373494444444444,0.0469408333333333,0.0695763888888888,0.0604219444444444,0.0439891666666666,0.0336491666666666,0.0298144444444444,290.40006938,10,73140100096,0.01188869741013891,0.01494173131570561,0.02214685242830135,0.01923290225911442,0.014002186634986445,0.010710862411846048,0.009490232417744047
0.0063049999999999,0.0136841666666666,0.0287908333333333,0.0230983333333333,0.0178549999999999,0.0143075,0.0128041666666666,299.18552012000004,11,73150600093,0.0020069438323887683,0.004355805534186668,0.00916440688146981,0.007352427854368581,0.005683423017811551,0.004554218696574586,0.004075692834344931
0.0932709999999999,0.100146,0.115326,0.1095895,0.1066084999999999,0.0527304999999999,0.03408,290.19498818,12,2,0.029689081394248307,0.0318774618617619,0.036709405934031845,0.03488342127193853,0.03393453950122462,0.016784639453414345,0.010848000921143587
0.0820505769230769,0.1035428846153846,0.1200407692307692,0.1266175,0.1561461538461538,0.1324326923076923,0.1149976923076923,297.32629252307686,13,3,0.02611750980169897,0.032958723817064446,0.03821016359126083,0.040303602013876116,0.04970286445880588,0.04215463521547451,0.036604902349860115
0.0322869999999999,0.0388154999999999,0.0608925,0.0453824999999999,0.0275734999999999,0.0202364999999999,0.0164965,300.760771604,14,5,0.010277271295216018,0.012355357387166895,0.019382684744446474,0.01444569840973585,0.00877691764668872,0.0064414780117582485,0.005250999037430903
0.015655,0.0185699999999999,0.04206875,0.02380875,0.297585,0.12635625,0.04690875,305.14028063,15,73214000616,0.004983141268207243,0.005911014586432961,0.013390899024394345,0.007578560502678327,0.09472424748000334,0.040220443556110604,0.014931518873523892
0.0071574999999999,0.0159880555555555,0.0387672222222222,0.0270338888888888,0.0263922222222222,0.0314552777777777,0.0278741666666666,300.28460344,16,6,0.00227830301036045,0.005089156144188993,0.012339990093217271,0.008605154095327437,0.00840090525169286,0.01001252588932394,0.008872622819134658
,,,,,,,,17,73215000246,,,,,,,
0.025665,0.0397449999999999,0.06750625,0.070675625,0.0937275,0.069094375,0.05641,297.28737968,18,73218000806,0.008169423228906987,0.012651226426374729,0.02148790675419452,0.022496750149718272,0.029834389857291244,0.021993422642190154,0.017955860679627633
0.0407679999999999,0.0536819999999999,0.082601,0.0796475,0.0386559999999999,0.0248619999999999,0.0209074999999999,301.83266267600004,19,7,0.012976857439940747,0.017087511310118222,0.026292714908667292,0.025352586659823467,0.012304586960320581,0.007913820390301373,0.006655063945387571
0.02561,0.0375944999999999,0.0613105,0.0558324999999999,0.0347729999999999,0.0223539999999999,0.0188174999999999,301.63441751600004,20,8,0.00815191618516688,0.011966701016136486,0.019515738276871298,0.017772036720356463,0.011068589672268921,0.0071154991957524255,0.0059897962832634495
0.044935625,0.05892625,0.080479375,0.0763337499999999,0.068173125,0.0583143749999999,0.0479674999999999,303.31334894,21,16,0.014303453679347499,0.018756807930737595,0.025617380696392612,0.0242977872744819,0.021700179659543337,0.018562042069128856,0.015268529465520948
,,,,,,,,22,73251000406,,,,,,,
-0.0012064285714285,0.0195521428571428,0.0637564285714285,0.0548817857142857,0.0596864285714285,0.0583389285714285,0.0444553571428571,301.4090235114286,23,73252001605,-0.00038401814126027905,0.00622364036750634,0.02029430152205639,0.017469414964277473,0.01899878028528836,0.0185698577136557,0.014150579672402611
0.0523910714285714,0.0682625,0.1037532142857142,0.0892371428571428,0.3126942857142857,0.2018103571428571,0.1173892857142857,301.71029756,24,73253000086,0.01667659598347541,0.02172862860562101,0.033025673830488135,0.028405064786223795,0.099533682496036,0.064238231812853,0.037366170174910764
0.1084478571428571,0.1227164285714285,0.1542589285714286,0.1547932142857143,0.1491753571428571,0.1368475,0.1129775,301.1048197314286,25,73255000215,0.034520025064018835,0.039061852411452685,0.04910214199640493,0.04927221042130884,0.04748399095356917,0.0435599121495363,0.03596185516632921
0.0342615,0.0445189999999999,0.0613325,0.0670304999999999,0.0747965,0.054727,0.0439909999999999,294.025221392,26,73255000265,0.010905774165485944,0.014170837823016145,0.01952274109436734,0.021336470825842547,0.0238084654019459,0.017420145141180312,0.014002770203111104
0.0316435,0.0388815,0.064594,0.0677784999999999,0.124918,0.0844765,0.0611125,277.404073736,27,73255000285,0.01007243888345678,0.012376365839655058,0.020560908788155776,0.021574566620708023,0.039762634362306766,0.026889705100204993,0.01945271291940691
-0.0832075,-0.0675325,-0.00217875,0.0013962499999999,0.0351937499999999,0.03034,0.0237949999999999,302.11533293,28,73256000445,-0.026485769854637766,-0.021496262388706843,-0.000693517664522934,0.0004444401785840859,0.011202518556880751,0.00965752194681621,0.0075741837417432675
0.030003125,0.03494625,0.05036,0.041319375,0.0340181249999999,0.0187968749999999,0.0148299999999999,302.76646574,29,10,0.009550291303908045,0.011123736860050295,0.0160300858682157,0.013152365553435366,0.010828305496935932,0.005983231141860909,0.004720535612105584
0.0267296428571428,0.0339189285714285,0.0520807142857142,0.0438110714285714,0.0584332142857142,0.0500889285714285,0.0368417857142857,296.09058439142854,30,11,0.008508309575590497,0.010796730293047533,0.01657780623665621,0.013945497160018486,0.01859986978863874,0.015943801152639426,0.011727104617521888
0.0158749999999999,0.0279915,0.0542979999999999,0.0457235,0.0155945,0.0186414999999999,0.0168045,304.031816744,31,12,0.0050531694431676455,0.008909971179113577,0.017283590200007436,0.014554242080924554,0.0049638835200931245,0.005933773743295102,0.005349038482375511
