SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,system:index,id,lat,reach_id,Rrs1,Rrs2,Rrs3,Rrs4,Rrs5,Rrs6,Rrs7
0.0211122222222222,0.0321886111111111,0.0570913888888888,0.0478727777777777,0.0209991666666666,0.0231686111111111,0.0201619444444444,303.2324558,0,0,30.013803627364823,12,0.0067202290526424445,0.010245953139192073,0.018172753499296725,0.015238378445746324,0.006684242351621097,0.007374797965814283,0.006417746241355007
-0.01757875,-0.0284078571428571,0.0346771428571428,0.0298292857142857,0.0667539285714285,0.0708475,0.0576003571428571,298.65458768,1,1,30.376131179081977,73256000445,-0.00559548991175331,-0.009042501773868228,0.011038077396036175,0.009494956540658055,0.021248435405892302,0.02255145966140611,0.01833476312628854
0.1157916666666666,0.12932625,0.1491972916666667,0.154585,0.1777331249999999,0.158435,0.1307333333333333,294.905874245,2,2,30.98511683833454,73255000265,0.03685763223769808,0.04116582391807646,0.0474909729293465,0.049205933755721284,0.056574210789839416,0.05043142681752887,0.041613712453760894
0.0885277083333333,0.1015947916666666,0.1290604166666667,0.128081875,0.1175677083333333,0.1061277083333333,0.08661875,302.39788925000005,3,3,31.294064159614837,73255000215,0.02817924476369514,0.03233862657228257,0.04108120653999928,0.04076972705345651,0.03742296385847242,0.03378149876052986,0.027571604453882216
0.0393025,0.0503675,0.0834775,0.066815,0.2873424999999999,0.17295,0.0937375,301.58383081999995,4,4,31.998412607695105,73253000086,0.012510374301738432,0.01603247319236208,0.026571713523907387,0.021267875045369974,0.09146395847076584,0.05505169481548659,0.02983757295615308
0.0504375,0.0678575,0.1068325,0.100705,0.11823,0.1098125,0.0860075,300.48322838,5,5,32.0841345818479,73252001605,0.016054754884394944,0.021599713101716576,0.034005840915729814,0.03205539708813864,0.037633777843509575,0.034954404376557516,0.027377037535952376
0.0299825,0.04182125,0.062865625,0.0568053124999999,0.0445678125,0.03656875,0.0295562499999999,303.1650923225,6,6,32.55801637194618,16,0.009543726162505504,0.013312117327563855,0.020010749938622865,0.01808169255650963,0.014186375324335523,0.011640194650383495,0.00940804657351963
0.0340525,0.0391675,0.0545537499999999,0.04330625,0.03923625,0.0276725,0.02204875,305.13002657,7,7,32.8160818522703,73251000406,0.010839247399273532,0.012467402467103622,0.01736499795339894,0.013784807508546784,0.012489286271778758,0.008808430325420948,0.0070183351029948545
0.0781178124999999,0.0836281249999999,0.11282625,0.09172,0.3710134375,0.183851875,0.092936875,301.08138188,8,8,33.21305757174228,1,0.02486567200580167,0.02661965895051379,0.03591371079604391,0.02919538276077728,0.11809724506328194,0.05852186940592651,0.029582726103527184
0.0759796874999999,0.0831915625,0.09957125,0.0953603124999999,0.0919743749999999,0.053886875,0.038500625,295.365597935,9,9,33.29309248534798,2,0.024185085680404953,0.026480696790826708,0.031694513254677766,0.03035413021832568,0.02927635283807525,0.017152725048050155,0.012255129561754806
0.1139812499999999,0.12883125,0.15347125,0.1586733333333333,0.19204,0.1442083333333333,0.114105,297.72431657,10,10,34.18480619155341,73218000806,0.03628135871458616,0.04100826052441549,0.04885141611998409,0.05050729067373601,0.06112823054273516,0.04590293817008747,0.03632074956300144
0.0694725,0.091346,0.1104841666666666,0.1167303333333333,0.1431303333333333,0.1224356666666666,0.1060254999999999,298.31984958799995,11,11,35.12112434712146,3,0.0221137835679034,0.029076334863344544,0.03516820251677761,0.03715641911752927,0.045559800112781344,0.03897248312150318,0.033748964837579463
-0.0098375,-0.0029418749999999,0.0141493749999999,0.0127468749999999,0.0228531249999999,0.0283049999999999,0.025080625,298.53666599,12,12,35.548439343631046,73215000246,-0.0031313735053330413,-0.0009364278964169074,0.004503885945821741,0.0040574563304489756,0.00727437561769391,0.009009761328432163,0.007983410889168334
0.0210083333333333,0.0226216666666666,0.0488474999999999,0.025335,0.3422633333333333,0.1384058333333333,0.053055,302.65196207,13,13,35.92746292561227,73214000616,0.006687160192244458,0.007200700141954296,0.015548642165362683,0.008064380966466337,0.10894580267821814,0.04405594505550603,0.016887931011481012
0.0473507142857142,0.0638585714285714,0.1021032142857142,0.0960807142857143,0.0824957142857142,0.0619414285714285,0.0576867857142857,290.2228206285714,14,14,37.20320327906996,7,0.015072200475006878,0.020326814603288033,0.03250046251828488,0.03058344122874303,0.026259201424936204,0.01971656907863281,0.018362274195023003
0.1127378571428571,0.1223982142857142,0.1400885714285714,0.1344785714285714,0.12736,0.0934760714285714,0.0770546428571428,290.4943090742857,15,15,37.404897897963615,8,0.0358855744757473,0.03896056165838491,0.04459157722707839,0.042805858765587325,0.040539947104367584,0.029754357657336448,0.024527254597789764
0.0580717857142857,0.0630492857142857,0.0895278571428571,0.0756207142857142,0.0761785714285714,0.0605546428571428,0.0548542857142857,294.59642136285714,16,16,37.79299973612452,5,0.018484823501203763,0.02006921095968358,0.028497602017421516,0.02407082095742264,0.024248392401072332,0.019275141475757217,0.01746066144240742
0.0126712499999999,0.0206714583333333,0.0416081249999999,0.0297097916666666,0.0284035416666666,0.0315133333333333,0.0277091666666666,300.0442976450001,17,17,38.13508348028749,6,0.004033384145306326,0.0065799295493362935,0.013244277533070904,0.009456920403960779,0.009041128115133202,0.01003100554660518,0.008820101687914332
0.030003125,-0.0115755,0.0349105,0.0249225,0.0250599999999999,0.0199009999999999,0.0169639999999999,301.447793624,18,18,38.45383575080453,10,0.009550291303908045,-0.0036845960875204692,0.011112357281619224,0.007933078138415523,0.007976845747765762,0.006334685044943587,0.005399808909221793
0.0097333333333333,0.0172591666666666,0.0328470833333333,0.02804375,0.0219249999999999,0.0199541666666666,0.0178229166666666,299.18267177,19,19,39.98541119266568,73150600093,0.003098216225522219,0.005493763377293719,0.01045555135730281,0.00892660287066668,0.006978944254579579,0.006351608520559035,0.005673210575629832
0.0370206666666666,0.0459636666666666,0.0675915,0.0596458333333333,0.0424143333333333,0.0332989999999999,0.0294764999999999,293.324071556,20,20,40.88278068647676,73140100096,0.011784044193114698,0.014630689505256339,0.021515042671991686,0.01898585841967067,0.013500901615894682,0.010599400900034013,0.009382661360096474
0.0241284375,0.036115,0.0601534375,0.0529346874999999,0.0792246875,0.071404375,0.0521921874999999,296.01416723,21,21,41.19292601324624,11,0.007680320194417707,0.011495761539527602,0.019147433844188766,0.016849634353299496,0.025218001261071384,0.022728718479274712,0.01661328926280803
0.01936,0.0251824999999999,0.0370975,0.02831,0.0287674999999999,0.0258124999999999,0.0224749999999999,294.4432763109091,22,22,41.32413535724498,73119000206,0.006162479396518187,0.008015838708823277,0.011808501002703175,0.009011352877863114,0.009156979650792168,0.008216373937119065,0.007154014691980664
0.0106179166666666,0.0144541666666666,0.0422566666666666,0.0346254166666666,0.0666399999999999,0.0585825,0.0481737499999999,295.99536812,23,23,42.81904482744552,16,0.00337978784567562,0.004600904146548186,0.013450714757173028,0.011021612438232976,0.021212170815287777,0.01864738890736192,0.015334180879546353
0.0219616666666666,0.0316370833333333,0.0460195833333333,0.0342633333333333,0.0402308333333333,0.0253533333333333,0.0206141666666666,289.98648896000003,24,24,43.120647416569454,15,0.0069906156170729955,0.010070396395020425,0.014648488333058794,0.010906357733610603,0.012805871979412374,0.008070216647713029,0.006561693045440338
0.0187239999999999,0.0233082499999999,0.0318964999999999,0.0229094999999999,0.036192,0.0234155,0.0202474999999999,293.62497125,25,25,43.46094863374349,73117000266,0.005960034308905265,0.007419246404643307,0.010152971284661246,0.00729232033752752,0.011520271400763752,0.00745338513993655,0.00644497942050627
0.0106224999999999,0.0166511111111111,0.0310488888888888,0.0255030555555555,0.0609688888888888,0.0359622222222222,0.0277580555555555,297.52474218000003,26,26,44.05159548808153,13,0.0033812467659872845,0.005300213282611426,0.009883168288355356,0.008117874711227763,0.019407000082974375,0.011447130862471736,0.008835663504572211
0.0131593749999999,0.0174356249999999,0.0275143749999999,0.0236162499999999,0.0409481249999999,0.0223718749999999,0.0166518749999999,292.19965691000004,27,27,44.649852896282574,14,0.004188759158499789,0.005549931809293224,0.008758097574668104,0.007517285849587915,0.013034193008189601,0.00712118898496796,0.005300456435996677
0.034355,0.0406799999999999,0.0529724999999999,0.0396624999999999,0.0414775,0.0263525,0.0199175,291.67840886,28,28,44.69303024893425,73111000636,0.010935536139844129,0.012948846169956571,0.01686167044587082,0.012624965860764566,0.013202698304188179,0.008388261275658344,0.006339937158065651
0.0264625,0.0286075,0.0336124999999999,0.0277274999999999,0.034355,0.01802,0.0135375,299.77228022,29,29,45.18400522031845,15,0.008423275363138562,0.009106050069002792,0.010699191049352632,0.008825937369161025,0.010935536139844129,0.005735944149031908,0.004309120084213066
0.0967861111111111,0.0985094444444444,0.1062063888888888,0.1005352777777777,0.1149269444444444,0.0868066666666666,0.0627869444444444,295.23694746,30,30,45.549044883419086,72608100295,0.030807976011949494,0.03135653004913955,0.0338065435592136,0.0320013728269002,0.03658238260556193,0.027631420186660902,0.019985705139939084
